Student_ID,Age,Gender,University_Year,Major,Attendance_Percentage,Study_Hours_Per_Week,CGPA,Academic_Performance,Programming_Skill
ST013787,22,Female,Junior,Information Technology,75,30,3.21,Good,5
ST013788,22,Male,Junior,Cybersecurity,76,36,3.33,Good,6
ST013789,23,Female,Freshman,Information Technology,73,15,2.73,Average,7
ST013790,20,Female,Sophomore,Computer Science,85,29,3.13,Average,8
ST013791,21,Female,Junior,Computer Science,74,20,3.05,Average,5
ST013792,22,Female,Sophomore,Artificial Intelligence,76,24,3.09,Average,9
ST013793,22,Female,Junior,Artificial Intelligence,87,26,3.3,Good,8
ST013794,22,Female,Senior,Information Technology,91,14,3.02,Average,6
ST013795,20,Female,Senior,Computer Science,76,13,2.77,Average,5
ST013796,20,Female,Senior,Software Engineering,69,26,2.91,Average,7
ST013797,23,Female,Junior,Data Science,78,16,2.7,Average,7
ST013798,21,Female,Sophomore,Software Engineering,74,15,2.77,Average,8
ST013799,19,Male,Sophomore,Computer Science,90,25,3.48,Good,10
ST013800,21,Male,Junior,Artificial Intelligence,99,23,3.45,Good,10
ST013801,22,Male,Freshman,Software Engineering,91,19,3.35,Good,10
ST013802,22,Female,Sophomore,Computer Science,87,29,3.18,Average,6
ST013803,22,Female,Senior,Electrical Engineering,70,18,2.79,Average,5
ST013804,21,Male,Senior,Artificial Intelligence,85,27,3.08,Average,10
ST013805,23,Male,Junior,Cybersecurity,79,16,3.16,Average,8
ST013806,20,Male,Senior,Software Engineering,88,22,3.24,Good,9
ST013807,21,Female,Junior,Software Engineering,100,30,3.97,Excellent,10
ST013808,20,Female,Senior,Computer Science,76,23,3.25,Good,8
ST013809,22,Female,Senior,Computer Science,90,12,3.22,Good,5
ST013810,25,Female,Junior,Data Science,66,18,2.77,Average,4
ST013811,19,Male,Senior,Software Engineering,82,30,3.42,Good,9
ST013812,22,Male,Sophomore,Cybersecurity,95,26,3.57,Good,9
ST013813,22,Male,Junior,Information Technology,85,25,3.29,Good,7
ST013814,22,Male,Sophomore,Computer Science,92,18,3.03,Average,6
ST013815,22,Male,Junior,Software Engineering,65,25,2.94,Average,6
ST013816,21,Male,Senior,Software Engineering,80,23,3.0,Average,9
ST013817,22,Male,Senior,Information Technology,93,14,2.86,Average,3
ST013818,28,Male,Junior,Artificial Intelligence,82,29,3.01,Average,8
ST013819,21,Female,Sophomore,Cybersecurity,96,27,3.51,Good,8
ST013820,22,Female,Senior,Data Science,62,20,2.81,Average,6
ST013821,30,Female,Senior,Information Technology,73,20,2.98,Average,6
ST013822,21,Male,Junior,Business Analytics,90,30,3.57,Good,6
ST013823,21,Female,Freshman,Artificial Intelligence,80,30,3.26,Good,9
ST013824,19,Male,Senior,Computer Science,85,15,3.13,Average,5
ST013825,20,Female,Senior,Computer Science,78,27,3.38,Good,8
ST013826,21,Male,Freshman,Computer Science,89,17,3.08,Average,8
ST013827,18,Male,Junior,Software Engineering,81,25,3.1,Average,8
ST013828,24,Female,Senior,Computer Science,80,10,2.7,Average,8
ST013829,23,Male,Sophomore,Information Technology,99,36,3.73,Excellent,8
ST013830,20,Female,Freshman,Cybersecurity,79,18,2.86,Average,8
ST013831,20,Female,Junior,Artificial Intelligence,90,18,3.26,Good,7
ST013832,22,Female,Sophomore,Artificial Intelligence,66,30,2.89,Average,9
ST013833,20,Male,Freshman,Computer Science,76,23,3.03,Average,7
ST013834,19,Female,Senior,Computer Science,84,36,3.44,Good,6
ST013835,21,Female,Sophomore,Computer Science,75,20,2.97,Average,5
ST013836,21,Female,Sophomore,Software Engineering,91,7,2.89,Average,8
ST013837,27,Male,Junior,Software Engineering,73,27,3.07,Average,6
ST013838,20,Male,Junior,Software Engineering,87,21,3.38,Good,9
ST013839,20,Male,Junior,Data Science,84,23,3.06,Average,5
ST013840,28,Male,Sophomore,Data Science,82,20,3.4,Good,7
ST013841,18,Female,Senior,Computer Science,88,13,3.15,Average,7
ST013842,22,Female,Freshman,Data Science,79,21,2.92,Average,6
ST013843,20,Male,Senior,Artificial Intelligence,63,24,3.01,Average,7
ST013844,23,Male,Senior,Data Science,81,40,3.58,Good,8
ST013845,19,Female,Senior,Computer Science,85,19,3.09,Average,8
ST013846,24,Female,Freshman,Business Analytics,86,29,3.47,Good,5
ST013847,24,Female,Senior,Computer Science,79,30,3.15,Average,6
ST013848,21,Female,Freshman,Information Technology,73,21,2.85,Average,5
ST013849,19,Male,Junior,Information Technology,68,22,2.88,Average,6
ST013850,23,Male,Sophomore,Software Engineering,82,16,3.19,Average,9
ST013851,21,Female,Freshman,Cybersecurity,87,25,3.48,Good,7
ST013852,20,Male,Senior,Information Technology,88,19,3.05,Average,7
ST013853,18,Female,Freshman,Cybersecurity,76,15,2.93,Average,5
ST013854,19,Female,Junior,Artificial Intelligence,73,17,2.99,Average,9
ST013855,21,Female,Junior,Information Technology,96,22,3.01,Average,6
ST013856,22,Female,Senior,Electrical Engineering,70,21,3.11,Average,5
ST013857,20,Female,Junior,Data Science,68,22,2.83,Average,8
ST013858,20,Male,Junior,Cybersecurity,92,26,3.4,Good,7
ST013859,22,Male,Freshman,Software Engineering,83,9,2.75,Average,8
ST013860,20,Female,Junior,Computer Science,87,29,3.73,Excellent,8
ST013861,23,Female,Senior,Business Analytics,79,20,3.27,Good,6
ST013862,19,Male,Junior,Artificial Intelligence,96,20,3.34,Good,9
ST013863,21,Male,Sophomore,Data Science,88,10,3.25,Good,8
ST013864,21,Male,Junior,Artificial Intelligence,81,27,2.99,Average,8
ST013865,23,Male,Junior,Software Engineering,91,18,3.46,Good,9
ST013866,23,Female,Freshman,Data Science,71,26,3.27,Good,9
ST013867,21,Female,Senior,Artificial Intelligence,89,32,3.67,Good,10
ST013868,21,Female,Sophomore,Artificial Intelligence,80,14,3.04,Average,6
ST013869,18,Male,Sophomore,Artificial Intelligence,72,28,3.13,Average,9
ST013870,19,Male,Senior,Artificial Intelligence,76,36,3.24,Good,9
ST013871,24,Female,Senior,Cybersecurity,74,22,2.91,Average,7
ST013872,21,Female,Junior,Data Science,86,22,3.41,Good,7
ST013873,22,Male,Junior,Cybersecurity,72,11,2.86,Average,7
ST013874,23,Female,Sophomore,Artificial Intelligence,77,26,2.81,Average,8
ST013875,21,Female,Junior,Artificial Intelligence,87,19,3.18,Average,8
ST013876,28,Female,Junior,Computer Science,69,14,2.96,Average,7
ST013877,21,Male,Sophomore,Information Technology,82,15,2.93,Average,6
ST013878,22,Male,Freshman,Artificial Intelligence,81,24,3.32,Good,8
ST013879,21,Male,Freshman,Computer Science,86,19,3.12,Average,6
ST013880,19,Female,Junior,Data Science,83,31,3.21,Good,5
ST013881,20,Female,Senior,Cybersecurity,95,22,3.45,Good,8
ST013882,20,Male,Senior,Business Analytics,87,31,3.52,Good,7
ST013883,20,Male,Freshman,Cybersecurity,95,30,3.66,Good,9
ST013884,19,Female,Junior,Artificial Intelligence,91,11,2.84,Average,6
ST013885,24,Male,Sophomore,Cybersecurity,63,27,2.68,Average,5
ST013886,20,Female,Junior,Electrical Engineering,77,28,3.1,Average,5
ST013887,20,Female,Junior,Computer Science,84,11,2.97,Average,5
ST013888,23,Male,Freshman,Data Science,100,16,3.09,Average,7
ST013889,20,Male,Junior,Data Science,90,35,3.39,Good,10
ST013890,22,Female,Sophomore,Computer Science,80,10,2.81,Average,7
ST013891,24,Male,Senior,Data Science,84,16,3.07,Average,7
ST013892,25,Female,Junior,Cybersecurity,64,21,2.61,Average,6
ST013893,21,Female,Junior,Electrical Engineering,89,17,2.98,Average,5
ST013894,23,Male,Sophomore,Computer Science,78,18,2.99,Average,6
ST013895,22,Male,Junior,Data Science,68,6,2.59,Poor,6
ST013896,21,Female,Junior,Artificial Intelligence,85,14,2.86,Average,9
ST013897,21,Male,Sophomore,Computer Science,81,23,3.17,Average,6
ST013898,23,Male,Junior,Artificial Intelligence,71,21,2.89,Average,9
ST013899,21,Female,Sophomore,Software Engineering,80,13,2.9,Average,6
ST013900,21,Male,Sophomore,Electrical Engineering,75,28,3.23,Good,6
ST013901,19,Male,Freshman,Business Analytics,68,27,2.7,Average,2
ST013902,22,Male,Senior,Data Science,71,18,3.02,Average,6
ST013903,20,Female,Junior,Software Engineering,100,13,3.34,Good,10
ST013904,24,Female,Sophomore,Software Engineering,66,18,2.57,Poor,7
ST013905,23,Male,Senior,Data Science,73,7,2.48,Poor,6
ST013906,21,Male,Freshman,Data Science,81,15,2.72,Average,6
ST013907,21,Male,Sophomore,Software Engineering,81,22,3.15,Average,8
ST013908,23,Male,Junior,Data Science,85,14,3.26,Good,8
ST013909,18,Male,Freshman,Artificial Intelligence,83,24,3.31,Good,10
ST013910,22,Male,Freshman,Computer Science,79,16,2.76,Average,7
ST013911,18,Male,Freshman,Data Science,84,13,3.02,Average,4
ST013912,21,Female,Senior,Computer Science,72,13,2.75,Average,6
ST013913,23,Male,Sophomore,Software Engineering,86,27,3.44,Good,9
ST013914,24,Male,Junior,Information Technology,99,32,3.61,Good,7
ST013915,20,Male,Sophomore,Electrical Engineering,87,14,3.16,Average,4
ST013916,21,Male,Freshman,Software Engineering,90,15,2.98,Average,8
ST013917,21,Female,Junior,Computer Science,74,23,3.12,Average,6
ST013918,21,Female,Junior,Cybersecurity,85,21,3.18,Average,7
ST013919,22,Female,Senior,Artificial Intelligence,76,14,2.77,Average,6
ST013920,21,Male,Senior,Data Science,67,24,3.06,Average,8
ST013921,21,Female,Freshman,Cybersecurity,91,12,3.17,Average,7
ST013922,21,Female,Sophomore,Artificial Intelligence,84,22,3.43,Good,8
ST013923,26,Male,Sophomore,Computer Science,90,22,3.22,Good,8
ST013924,20,Female,Junior,Data Science,71,26,2.73,Average,7
ST013925,22,Male,Sophomore,Computer Science,73,23,3.02,Average,7
ST013926,22,Female,Junior,Artificial Intelligence,88,24,3.35,Good,9
ST013927,18,Female,Junior,Electrical Engineering,90,17,3.15,Average,6
ST013928,20,Male,Sophomore,Computer Science,74,20,2.91,Average,7
ST013929,23,Female,Senior,Information Technology,73,37,3.29,Good,6
ST013930,21,Male,Sophomore,Cybersecurity,67,18,2.72,Average,5
ST013931,21,Other,Senior,Computer Science,82,15,2.64,Average,7
ST013932,20,Female,Sophomore,Data Science,94,22,3.49,Good,9
ST013933,18,Female,Senior,Software Engineering,85,35,3.53,Good,8
ST013934,20,Male,Senior,Artificial Intelligence,73,21,2.9,Average,8
ST013935,23,Male,Sophomore,Cybersecurity,98,27,3.62,Good,9
ST013936,21,Male,Freshman,Business Analytics,79,34,3.17,Average,5
ST013937,23,Male,Junior,Computer Science,71,26,2.93,Average,7
ST013938,20,Male,Junior,Electrical Engineering,80,19,3.38,Good,6
ST013939,22,Male,Sophomore,Computer Science,80,14,2.93,Average,7
ST013940,21,Male,Junior,Cybersecurity,91,28,3.28,Good,7
ST013941,21,Male,Sophomore,Electrical Engineering,69,9,2.46,Poor,3
ST013942,20,Male,Junior,Cybersecurity,60,22,2.52,Poor,6
ST013943,20,Female,Senior,Data Science,89,19,3.41,Good,8
ST013944,22,Male,Junior,Business Analytics,77,24,3.2,Good,4
ST013945,23,Female,Senior,Information Technology,71,28,3.15,Average,7
ST013946,20,Male,Freshman,Data Science,81,35,3.4,Good,10
ST013947,20,Male,Senior,Cybersecurity,77,21,3.04,Average,6
ST013948,21,Male,Sophomore,Artificial Intelligence,82,21,2.79,Average,8
ST013949,21,Male,Junior,Data Science,66,19,2.52,Poor,5
ST013950,19,Female,Freshman,Data Science,85,20,3.19,Average,7
ST013951,20,Female,Junior,Information Technology,88,26,3.46,Good,8
ST013952,28,Male,Senior,Software Engineering,85,24,3.02,Average,8
ST013953,24,Female,Sophomore,Cybersecurity,80,21,2.89,Average,7
ST013954,21,Female,Freshman,Artificial Intelligence,55,11,2.37,Poor,7
ST013955,21,Male,Sophomore,Artificial Intelligence,58,28,2.86,Average,8
ST013956,20,Female,Freshman,Computer Science,77,45,3.41,Good,8
ST013957,20,Female,Sophomore,Artificial Intelligence,100,13,3.18,Average,9
ST013958,21,Male,Senior,Cybersecurity,88,21,2.93,Average,7
ST013959,20,Female,Senior,Information Technology,62,23,2.87,Average,5
ST013960,22,Female,Freshman,Electrical Engineering,72,27,3.22,Good,6
ST013961,22,Male,Senior,Software Engineering,78,23,3.16,Average,8
ST013962,23,Male,Sophomore,Computer Science,87,16,3.09,Average,6
ST013963,24,Female,Sophomore,Data Science,92,36,3.62,Good,8
ST013964,28,Female,Junior,Cybersecurity,94,11,3.25,Good,7
ST013965,19,Female,Senior,Cybersecurity,94,35,3.65,Good,10
ST013966,21,Male,Sophomore,Artificial Intelligence,81,20,3.24,Good,10
ST013967,22,Male,Freshman,Business Analytics,83,19,3.05,Average,5
ST013968,20,Male,Junior,Cybersecurity,79,16,2.91,Average,7
ST013969,24,Female,Junior,Cybersecurity,84,23,3.44,Good,8
ST013970,21,Male,Senior,Artificial Intelligence,87,22,3.36,Good,10
ST013971,22,Male,Freshman,Computer Science,84,21,3.24,Good,7
ST013972,20,Male,Freshman,Computer Science,78,7,2.66,Average,5
ST013973,20,Female,Junior,Data Science,75,21,2.99,Average,6
ST013974,21,Male,Freshman,Software Engineering,88,17,3.25,Good,8
ST013975,23,Female,Freshman,Cybersecurity,89,28,3.38,Good,7
ST013976,25,Female,Junior,Cybersecurity,92,24,3.39,Good,8
ST013977,28,Male,Sophomore,Software Engineering,72,32,3.28,Good,8
ST013978,19,Other,Sophomore,Artificial Intelligence,84,34,3.28,Good,9
ST013979,23,Female,Junior,Data Science,68,9,2.49,Poor,4
ST013980,22,Female,Junior,Software Engineering,71,14,2.35,Poor,7
ST013981,20,Female,Senior,Artificial Intelligence,91,19,3.26,Good,7
ST013982,20,Female,Freshman,Cybersecurity,87,12,3.21,Good,6
ST013983,22,Male,Senior,Data Science,82,28,3.32,Good,8
ST013984,19,Male,Junior,Artificial Intelligence,68,15,2.61,Average,8
ST013985,23,Female,Senior,Information Technology,77,5,2.78,Average,8
ST013986,19,Male,Senior,Computer Science,99,14,3.11,Average,9
ST013987,19,Female,Sophomore,Computer Science,79,28,3.25,Good,6
ST013988,21,Female,Senior,Computer Science,81,13,2.99,Average,7
ST013989,18,Female,Junior,Information Technology,96,14,3.21,Good,7
ST013990,22,Female,Freshman,Artificial Intelligence,77,24,3.08,Average,9
ST013991,20,Female,Sophomore,Artificial Intelligence,80,23,3.11,Average,9
ST013992,19,Male,Sophomore,Information Technology,88,15,3.12,Average,5
ST013993,21,Female,Sophomore,Data Science,81,22,3.36,Good,8
ST013994,21,Female,Sophomore,Cybersecurity,71,14,2.88,Average,6
ST013995,21,Female,Senior,Computer Science,66,17,2.54,Poor,5
ST013996,19,Male,Junior,Computer Science,79,26,3.33,Good,7
ST013997,20,Female,Senior,Information Technology,79,24,3.22,Good,5
ST013998,18,Female,Junior,Software Engineering,86,39,3.74,Excellent,10
ST013999,20,Male,Sophomore,Computer Science,78,32,3.16,Average,8
ST014000,20,Female,Junior,Electrical Engineering,85,13,2.83,Average,4
ST014001,21,Male,Sophomore,Computer Science,100,13,3.39,Good,9
ST014002,25,Female,Freshman,Computer Science,84,35,3.46,Good,7
ST014003,23,Male,Freshman,Software Engineering,91,15,3.05,Average,7
ST014004,22,Female,Junior,Business Analytics,93,23,3.37,Good,6
ST014005,23,Male,Senior,Business Analytics,88,28,3.48,Good,6
ST014006,22,Male,Senior,Data Science,100,5,2.94,Average,7
ST014007,21,Male,Senior,Business Analytics,83,26,3.18,Average,5
ST014008,22,Male,Junior,Artificial Intelligence,81,21,3.13,Average,8
ST014009,19,Male,Sophomore,Software Engineering,82,10,2.6,Average,7
ST014010,22,Female,Senior,Business Analytics,81,31,3.39,Good,6
ST014011,20,Female,Senior,Information Technology,78,15,3.03,Average,7
ST014012,21,Female,Freshman,Computer Science,78,15,3.11,Average,8
ST014013,21,Female,Freshman,Data Science,70,13,2.83,Average,6
ST014014,23,Male,Junior,Software Engineering,100,8,3.07,Average,7
ST014015,21,Female,Freshman,Data Science,83,28,3.27,Good,6
ST014016,21,Female,Junior,Information Technology,94,11,3.33,Good,6
ST014017,20,Male,Junior,Software Engineering,72,25,2.99,Average,9
ST014018,20,Female,Senior,Data Science,89,16,3.11,Average,6
ST014019,21,Female,Senior,Data Science,70,24,3.12,Average,8
ST014020,22,Male,Senior,Software Engineering,89,12,3.18,Average,10
ST014021,20,Female,Junior,Data Science,83,13,3.03,Average,7
ST014022,22,Female,Sophomore,Artificial Intelligence,94,20,3.43,Good,9
ST014023,18,Male,Senior,Information Technology,93,27,3.47,Good,8
ST014024,22,Male,Senior,Cybersecurity,91,23,3.35,Good,8
ST014025,22,Female,Senior,Artificial Intelligence,87,19,3.26,Good,8
ST014026,21,Female,Sophomore,Computer Science,91,21,3.44,Good,8
ST014027,24,Female,Junior,Business Analytics,83,22,2.87,Average,4
ST014028,22,Female,Sophomore,Business Analytics,81,5,2.5,Poor,3
ST014029,18,Male,Freshman,Computer Science,97,23,3.32,Good,9
ST014030,22,Male,Senior,Business Analytics,64,38,2.93,Average,6
ST014031,20,Male,Freshman,Data Science,94,21,3.7,Excellent,10
ST014032,18,Female,Sophomore,Electrical Engineering,81,26,3.49,Good,7
ST014033,19,Male,Sophomore,Computer Science,79,15,2.94,Average,8
ST014034,20,Female,Senior,Software Engineering,85,21,2.97,Average,8
ST014035,22,Female,Senior,Software Engineering,100,17,3.17,Average,8
ST014036,18,Male,Freshman,Information Technology,70,24,3.11,Average,5
ST014037,22,Male,Sophomore,Cybersecurity,91,23,3.38,Good,8
ST014038,20,Female,Freshman,Computer Science,88,24,3.47,Good,7
ST014039,20,Female,Junior,Computer Science,83,20,3.28,Good,8
ST014040,19,Female,Senior,Computer Science,71,28,2.86,Average,7
ST014041,23,Male,Freshman,Information Technology,79,20,2.94,Average,6
ST014042,21,Female,Junior,Software Engineering,76,21,2.89,Average,6
ST014043,18,Female,Junior,Computer Science,89,31,3.38,Good,7
ST014044,21,Male,Senior,Artificial Intelligence,80,18,3.08,Average,8
ST014045,18,Female,Senior,Cybersecurity,73,12,2.64,Average,6
ST014046,20,Male,Junior,Software Engineering,82,23,3.18,Average,7
ST014047,19,Female,Junior,Artificial Intelligence,75,20,2.84,Average,7
ST014048,21,Female,Freshman,Software Engineering,85,15,2.91,Average,8
ST014049,19,Female,Freshman,Information Technology,75,28,3.06,Average,5
ST014050,23,Male,Junior,Computer Science,93,13,3.18,Average,7
ST014051,19,Female,Junior,Information Technology,100,19,3.35,Good,5
ST014052,21,Female,Sophomore,Information Technology,85,22,3.06,Average,6
ST014053,20,Male,Freshman,Artificial Intelligence,96,17,3.25,Good,8
ST014054,24,Male,Junior,Computer Science,86,27,3.07,Average,8
ST014055,19,Male,Junior,Software Engineering,80,17,2.99,Average,10
ST014056,19,Female,Senior,Computer Science,73,30,3.24,Good,9
ST014057,21,Female,Freshman,Data Science,98,21,3.35,Good,8
ST014058,18,Female,Junior,Software Engineering,62,24,2.6,Average,6
ST014059,20,Female,Junior,Artificial Intelligence,88,15,3.1,Average,9
ST014060,22,Male,Senior,Cybersecurity,73,16,2.86,Average,6
ST014061,20,Male,Freshman,Information Technology,82,29,2.93,Average,5
ST014062,23,Male,Junior,Business Analytics,73,30,3.09,Average,6
ST014063,28,Female,Freshman,Business Analytics,90,35,3.61,Good,5
ST014064,20,Female,Freshman,Cybersecurity,82,15,3.06,Average,7
ST014065,18,Female,Sophomore,Computer Science,71,25,3.34,Good,8
ST014066,28,Female,Sophomore,Computer Science,97,14,3.35,Good,8
ST014067,20,Male,Freshman,Cybersecurity,95,25,3.42,Good,8
ST014068,21,Female,Sophomore,Business Analytics,100,25,3.26,Good,7
ST014069,20,Male,Sophomore,Software Engineering,68,22,2.7,Average,7
ST014070,20,Male,Senior,Data Science,92,26,3.28,Good,6
ST014071,23,Female,Freshman,Cybersecurity,89,21,3.01,Average,7
ST014072,19,Female,Sophomore,Data Science,100,24,3.35,Good,7
ST014073,23,Male,Freshman,Data Science,78,23,3.04,Average,6
ST014074,19,Female,Senior,Computer Science,76,26,3.1,Average,6
ST014075,21,Female,Sophomore,Software Engineering,100,24,3.64,Good,8
ST014076,21,Female,Junior,Information Technology,81,22,3.34,Good,9
ST014077,21,Male,Junior,Information Technology,66,23,2.76,Average,7
ST014078,23,Female,Junior,Artificial Intelligence,95,13,3.2,Good,7
ST014079,22,Male,Junior,Computer Science,75,17,2.71,Average,7
ST014080,21,Male,Freshman,Computer Science,71,27,3.21,Good,8
ST014081,23,Male,Junior,Electrical Engineering,83,25,3.19,Average,6
ST014082,24,Male,Sophomore,Software Engineering,96,20,3.44,Good,9
ST014083,19,Male,Sophomore,Computer Science,71,18,2.8,Average,7
ST014084,19,Female,Junior,Information Technology,83,22,3.01,Average,6
ST014085,24,Male,Sophomore,Computer Science,69,18,2.86,Average,8
ST014086,19,Male,Senior,Software Engineering,88,12,3.17,Average,8
ST014087,23,Male,Senior,Computer Science,64,18,2.81,Average,8
ST014088,20,Male,Senior,Business Analytics,76,28,3.3,Good,5
ST014089,20,Male,Junior,Software Engineering,96,22,3.61,Good,8
ST014090,22,Female,Junior,Data Science,90,8,2.64,Average,6
ST014091,20,Female,Junior,Computer Science,88,31,3.31,Good,6
ST014092,20,Female,Senior,Data Science,86,22,3.24,Good,8
ST014093,21,Male,Sophomore,Information Technology,77,8,2.69,Average,5
ST014094,20,Female,Senior,Business Analytics,83,28,3.25,Good,6
ST014095,19,Male,Sophomore,Data Science,73,20,2.62,Average,7
ST014096,21,Female,Sophomore,Computer Science,87,15,2.99,Average,6
ST014097,21,Male,Sophomore,Electrical Engineering,81,6,2.65,Average,4
ST014098,22,Female,Junior,Artificial Intelligence,76,25,3.23,Good,10
ST014099,21,Male,Junior,Computer Science,81,31,3.37,Good,5
ST014100,27,Male,Junior,Business Analytics,75,21,3.31,Good,8
ST014101,22,Female,Junior,Computer Science,76,31,2.78,Average,6
ST014102,20,Female,Senior,Cybersecurity,90,13,3.28,Good,7
ST014103,19,Male,Junior,Data Science,91,26,3.19,Average,6
ST014104,18,Female,Junior,Software Engineering,77,30,3.1,Average,10
ST014105,23,Male,Senior,Cybersecurity,86,35,3.62,Good,8
ST014106,26,Male,Sophomore,Cybersecurity,87,24,3.04,Average,7
ST014107,21,Male,Freshman,Software Engineering,84,18,3.05,Average,9
ST014108,23,Female,Sophomore,Artificial Intelligence,75,21,3.07,Average,9
ST014109,20,Female,Senior,Information Technology,82,17,3.02,Average,4
ST014110,20,Male,Sophomore,Data Science,79,13,2.77,Average,7
ST014111,23,Male,Junior,Data Science,64,14,2.53,Poor,6
ST014112,24,Male,Junior,Computer Science,70,26,3.27,Good,8
ST014113,21,Female,Senior,Software Engineering,76,19,3.07,Average,8
ST014114,20,Female,Senior,Software Engineering,90,16,2.94,Average,8
ST014115,23,Male,Sophomore,Software Engineering,100,30,3.58,Good,9
ST014116,19,Male,Senior,Artificial Intelligence,83,32,2.96,Average,8
ST014117,29,Female,Freshman,Computer Science,74,30,2.93,Average,6
ST014118,20,Male,Junior,Data Science,74,16,2.9,Average,5
ST014119,20,Male,Sophomore,Cybersecurity,81,29,3.11,Average,7
ST014120,20,Female,Freshman,Data Science,73,17,2.87,Average,6
ST014121,21,Male,Junior,Data Science,74,27,3.15,Average,7
ST014122,23,Male,Senior,Artificial Intelligence,86,6,2.79,Average,7
ST014123,22,Male,Freshman,Computer Science,61,21,2.68,Average,7
ST014124,22,Male,Junior,Business Analytics,70,21,2.82,Average,5
ST014125,21,Female,Junior,Software Engineering,96,7,3.46,Good,10
ST014126,22,Male,Junior,Computer Science,77,18,2.81,Average,6
ST014127,21,Male,Junior,Software Engineering,76,17,3.09,Average,8
ST014128,21,Female,Junior,Computer Science,91,26,3.47,Good,6
ST014129,21,Male,Freshman,Data Science,78,20,2.88,Average,6
ST014130,25,Male,Junior,Computer Science,93,25,3.37,Good,7
ST014131,20,Male,Freshman,Data Science,78,15,3.02,Average,8
ST014132,21,Male,Freshman,Artificial Intelligence,77,17,2.92,Average,8
ST014133,22,Female,Freshman,Business Analytics,87,11,3.01,Average,5
ST014134,23,Female,Junior,Data Science,92,25,3.5,Good,7
ST014135,21,Male,Freshman,Computer Science,79,7,2.7,Average,6
ST014136,23,Female,Junior,Business Analytics,89,15,3.19,Average,5
ST014137,21,Male,Junior,Artificial Intelligence,76,14,2.95,Average,7
ST014138,20,Male,Senior,Electrical Engineering,78,21,3.06,Average,6
ST014139,21,Male,Senior,Computer Science,70,24,3.12,Average,9
ST014140,21,Female,Freshman,Artificial Intelligence,93,13,3.19,Average,8
ST014141,23,Female,Senior,Business Analytics,80,19,3.21,Good,5
ST014142,20,Female,Senior,Computer Science,72,19,3.02,Average,7
ST014143,19,Male,Junior,Information Technology,80,23,3.25,Good,6
ST014144,21,Female,Junior,Data Science,83,27,3.13,Average,6
ST014145,20,Male,Freshman,Artificial Intelligence,75,26,3.29,Good,9
ST014146,21,Male,Sophomore,Computer Science,83,16,2.93,Average,6
ST014147,18,Male,Senior,Electrical Engineering,91,43,3.87,Excellent,9
ST014148,23,Male,Senior,Computer Science,73,13,2.62,Average,6
ST014149,22,Female,Senior,Software Engineering,88,26,3.03,Average,10
ST014150,26,Female,Freshman,Artificial Intelligence,85,11,3.0,Average,10
ST014151,24,Male,Freshman,Data Science,66,22,3.0,Average,6
ST014152,29,Male,Sophomore,Information Technology,79,30,3.14,Average,7
ST014153,21,Female,Freshman,Software Engineering,73,14,2.83,Average,8
ST014154,22,Male,Freshman,Artificial Intelligence,89,24,3.24,Good,7
ST014155,21,Male,Sophomore,Computer Science,76,26,2.91,Average,9
ST014156,18,Other,Sophomore,Data Science,87,13,3.17,Average,7
ST014157,20,Male,Senior,Data Science,81,32,3.31,Good,7
ST014158,22,Other,Senior,Data Science,78,34,3.22,Good,8
ST014159,18,Female,Senior,Software Engineering,80,26,3.2,Good,8
ST014160,21,Female,Junior,Cybersecurity,70,19,2.99,Average,7
ST014161,20,Female,Junior,Cybersecurity,73,16,2.9,Average,8
ST014162,21,Female,Junior,Computer Science,91,18,3.4,Good,8
ST014163,22,Other,Freshman,Computer Science,100,18,3.63,Good,7
ST014164,22,Male,Junior,Data Science,75,28,3.29,Good,6
ST014165,23,Female,Junior,Computer Science,83,20,3.31,Good,6
ST014166,21,Male,Sophomore,Computer Science,71,33,3.06,Average,6
ST014167,18,Female,Junior,Computer Science,69,29,3.03,Average,7
ST014168,22,Male,Junior,Information Technology,72,31,3.02,Average,6
ST014169,19,Female,Junior,Cybersecurity,83,18,2.97,Average,6
ST014170,30,Female,Junior,Artificial Intelligence,90,17,3.21,Good,10
ST014171,24,Female,Senior,Cybersecurity,85,30,3.34,Good,7
ST014172,22,Female,Senior,Artificial Intelligence,89,28,3.44,Good,9
ST014173,19,Female,Sophomore,Computer Science,89,21,3.47,Good,8
ST014174,21,Male,Freshman,Computer Science,88,13,2.99,Average,7
ST014175,22,Other,Junior,Software Engineering,70,17,2.74,Average,8
ST014176,20,Female,Freshman,Artificial Intelligence,100,24,3.56,Good,10
ST014177,19,Male,Freshman,Artificial Intelligence,55,23,2.8,Average,7
ST014178,22,Female,Freshman,Business Analytics,95,7,3.16,Average,6
ST014179,23,Female,Senior,Data Science,94,29,3.57,Good,7
ST014180,20,Female,Freshman,Software Engineering,96,31,3.43,Good,7
ST014181,23,Female,Senior,Computer Science,74,26,2.8,Average,7
ST014182,21,Male,Sophomore,Software Engineering,70,21,2.88,Average,8
ST014183,23,Male,Senior,Computer Science,90,7,2.85,Average,5
ST014184,21,Male,Junior,Electrical Engineering,98,24,3.69,Good,8
ST014185,25,Female,Sophomore,Business Analytics,81,34,3.34,Good,7
ST014186,22,Female,Senior,Artificial Intelligence,96,26,3.34,Good,9
ST014187,18,Female,Junior,Software Engineering,89,22,3.2,Good,9
